3.48	-5.56	-1.18	25.55	-11.9	-1.58
3.69	-5.68	-1.19	27.21	-12.17	-1.59
3.92	-5.8	-1.2	28.58	-12.44	-1.59
4.15	-5.92	-1.21	29.71	-12.7	-1.6
4.39	-6.04	-1.23	30.64	-12.96	-1.61
4.64	-6.17	-1.24	31.41	-13.22	-1.61
4.89	-6.3	-1.25	32.04	-13.48	-1.62
5.15	-6.43	-1.27	32.57	-13.74	-1.63
5.41	-6.56	-1.28	33.01	-13.99	-1.64
5.68	-6.69	-1.29	33.38	-14.25	-1.64
5.95	-6.83	-1.31	33.69	-14.51	-1.65
6.22	-6.97	-1.32	33.95	-14.76	-1.66
6.49	-7.11	-1.33	34.17	-15.02	-1.67
6.76	-7.25	-1.35	34.36	-15.27	-1.67
7.04	-7.39	-1.36	34.52	-15.53	-1.68
7.32	-7.54	-1.37	34.66	-15.78	-1.69
7.59	-7.69	-1.39	34.78	-16.04	-1.7
7.87	-7.84	-1.4	34.89	-16.3	-1.7
8.15	-7.99	-1.41	34.99	-16.56	-1.71
8.43	-8.14	-1.43	35.07	-16.82	-1.72
8.71	-8.3	-1.44	35.15	-17.08	-1.73
9	-8.46	-1.45	35.22	-17.34	-1.73
9.28	-8.62	-1.47	35.29	-17.6	-1.74
9.56	-8.78	-1.48	35.3	-17.87	-1.75
9.84	-8.95	-1.5	35.32	-18.13	-1.76
10.12	-9.12	-1.51	35.33	-18.4	-1.76
10.41	-9.29	-1.52	35.33	-18.67	-1.77
10.69	-9.46	-1.54	35.34	-18.93	-1.78
10.97	-9.63	-1.55	35.34	-19.2	-1.79
11.26	-9.81	-1.57	35.35	-19.48	-1.79
11.54	-9.98	-1.58	35.35	-19.75	-1.8
11.82	-10.16	-1.6	35.35	-20.02	-1.81
12.1	-10.35	-1.61	35.35	-20.3	-1.81
12.39	-10.53	-1.63	35.35	-20.57	-1.82
12.67	-10.72	-1.64	35.35	-20.85	-1.83
12.95	-10.91	-1.65	35.35	-21.13	-1.84
13.24	-11.1	-1.67	35.35	-21.42	-1.84
13.52	-11.29	-1.68	35.35	-21.7	-1.85
13.8	-11.49	-1.7	35.35	-21.98	-1.86
14.08	-11.68	-1.71	35.34	-22.27	-1.87
14.37	-11.88	-1.73	35.34	-22.56	-1.87
14.65	-12.09	-1.74	35.75	-22.86	-1.88
14.94	-12.29	-1.76	36.49	-23.17	-1.89
15.24	-12.5	-1.77	37.47	-23.49	-1.89
15.54	-12.71	-1.79	38.64	-23.82	-1.9
15.85	-12.92	-1.8	39.95	-24.15	-1.91
16.18	-13.14	-1.82	41.38	-24.48	-1.91
16.52	-13.36	-1.84	42.9	-24.82	-1.92
16.87	-13.58	-1.85	44.48	-25.16	-1.93
17.23	-13.8	-1.87	45.93	-25.5	-1.93
17.6	-14.03	-1.88	47.13	-25.84	-1.94
17.98	-14.26	-1.9	48.1	-26.17	-1.95
18.37	-14.49	-1.91	48.9	-26.49	-1.95
18.76	-14.72	-1.93	49.55	-26.81	-1.96
19.16	-14.96	-1.94	50.09	-27.13	-1.96
19.56	-15.2	-1.96	50.48	-27.45	-1.97
19.97	-15.44	-1.98	50.79	-27.76	-1.98
20.38	-15.68	-1.99	51.04	-28.08	-1.99
20.79	-15.93	-2.01	51.24	-28.39	-1.99
21.2	-16.18	-2.02	51.39	-28.7	-2
21.61	-16.43	-2.04	51.5	-29.01	-2.01
22.02	-16.69	-2.06	51.59	-29.32	-2.01
22.43	-16.94	-2.07	51.65	-29.63	-2.02
22.85	-17.2	-2.09	51.69	-29.94	-2.03
23.26	-17.47	-2.1	51.72	-30.25	-2.04
23.67	-17.73	-2.12	51.73	-30.56	-2.04
24.09	-18	-2.14	51.73	-30.88	-2.05
24.5	-18.26	-2.15	51.73	-31.19	-2.06
24.91	-18.54	-2.17	51.71	-31.5	-2.07
25.33	-18.81	-2.19	51.7	-31.81	-2.07
25.74	-19.09	-2.2	51.67	-32.12	-2.08
26.16	-19.37	-2.22	51.64	-32.44	-2.09
26.57	-19.65	-2.24	51.61	-32.75	-2.1
26.98	-19.93	-2.25	51.58	-33.07	-2.1
27.39	-20.22	-2.27	51.54	-33.38	-2.11
27.81	-20.51	-2.29	51.5	-33.7	-2.12
28.22	-20.8	-2.3	51.46	-34.02	-2.13
28.63	-21.09	-2.32	51.42	-34.33	-2.13
29.04	-21.39	-2.34	51.38	-34.65	-2.14
29.45	-21.69	-2.36	51.34	-34.97	-2.15
29.86	-21.99	-2.37	51.3	-35.29	-2.16
30.27	-22.3	-2.39	51.25	-35.61	-2.17
30.68	-22.61	-2.41	51.21	-35.94	-2.17
31.09	-22.92	-2.42	51.17	-36.26	-2.18
31.5	-23.23	-2.44	51.12	-36.58	-2.19
31.91	-23.54	-2.46	51.08	-36.91	-2.2
32.32	-23.86	-2.48	51.03	-37.24	-2.21
32.73	-24.18	-2.49	51.12	-37.57	-2.22
33.14	-24.5	-2.51	51.21	-37.9	-2.22
33.55	-24.83	-2.53	51.72	-38.25	-2.23
33.96	-25.16	-2.55	52.55	-38.6	-2.24
34.39	-25.49	-2.57	53.63	-38.97	-2.25
34.82	-25.82	-2.58	54.9	-39.34	-2.26
35.27	-26.16	-2.6	56.31	-39.71	-2.26
35.73	-26.5	-2.62	57.83	-40.09	-2.27
36.19	-26.84	-2.64	59.44	-40.48	-2.28
36.68	-27.19	-2.66	61.11	-40.87	-2.29
37.17	-27.54	-2.67	62.49	-41.24	-2.3
37.68	-27.89	-2.69	63.64	-41.62	-2.31
38.19	-28.25	-2.71	64.6	-41.98	-2.31
38.71	-28.61	-2.73	65.4	-42.34	-2.32
39.23	-28.97	-2.75	66.07	-42.7	-2.33
39.76	-29.33	-2.77	66.63	-43.06	-2.34
40.3	-29.7	-2.79	67.07	-43.41	-2.35
40.84	-30.07	-2.81	67.43	-43.76	-2.36
41.38	-30.44	-2.82	67.74	-44.1	-2.37
41.92	-30.81	-2.84	68	-44.45	-2.38
42.47	-31.19	-2.86	68.22	-44.8	-2.38
43.01	-31.57	-2.88	68.4	-45.14	-2.39
43.56	-31.96	-2.9	68.57	-45.48	-2.4
44.11	-32.34	-2.92	68.71	-45.83	-2.41
44.66	-32.73	-2.94	68.83	-46.17	-2.42
45.21	-33.12	-2.96	68.94	-46.51	-2.43
45.76	-33.52	-2.98	69.04	-46.85	-2.44
46.32	-33.91	-3	69.13	-47.19	-2.45
46.87	-34.31	-3.02	69.21	-47.54	-2.46
47.42	-34.72	-3.04	69.28	-47.88	-2.46
47.98	-35.12	-3.06	69.35	-48.22	-2.47
48.53	-35.53	-3.08	69.42	-48.56	-2.48
49.09	-35.94	-3.1	69.48	-48.9	-2.49
49.64	-36.36	-3.12	69.54	-49.24	-2.5
50.2	-36.77	-3.14	69.59	-49.59	-2.51
50.76	-37.19	-3.16	69.65	-49.93	-2.52
51.31	-37.61	-3.18	69.7	-50.27	-2.53
51.87	-38.04	-3.2	69.75	-50.62	-2.54
52.43	-38.46	-3.22	69.8	-50.96	-2.55
52.99	-38.89	-3.24	69.85	-51.3	-2.56
53.55	-39.33	-3.26	69.9	-51.65	-2.57
54.11	-39.76	-3.28	69.95	-51.99	-2.57
54.67	-40.2	-3.3	70	-52.34	-2.58
55.23	-40.64	-3.32	70.05	-52.68	-2.59
55.79	-41.09	-3.34	70.09	-53.03	-2.6
56.35	-41.53	-3.36	70.14	-53.38	-2.61
56.91	-41.98	-3.38	70.19	-53.72	-2.62
57.47	-42.43	-3.4	70.24	-54.07	-2.63
58.03	-42.89	-3.42	70.28	-54.42	-2.64
58.6	-43.35	-3.45	70.33	-54.77	-2.65
59.16	-43.81	-3.47	70.8	-55.13	-2.66
59.73	-44.27	-3.49	71.59	-55.51	-2.67
60.31	-44.74	-3.51	72.62	-55.89	-2.68
60.89	-45.21	-3.53	73.84	-56.28	-2.68
61.49	-45.68	-3.55	75.2	-56.67	-2.69
62.1	-46.16	-3.57	76.67	-57.07	-2.7
62.72	-46.63	-3.6	78.23	-57.47	-2.71
63.35	-47.12	-3.62	79.5	-57.86	-2.72
63.99	-47.6	-3.64	80.56	-58.24	-2.73
64.64	-48.09	-3.66	81.43	-58.62	-2.74
65.29	-48.58	-3.68	82.16	-58.99	-2.75
65.95	-49.08	-3.71	82.76	-59.36	-2.76
66.61	-49.57	-3.73	83.26	-59.73	-2.77
67.28	-50.07	-3.75	83.68	-60.09	-2.78
67.95	-50.58	-3.77	83.98	-60.45	-2.79
68.62	-51.08	-3.79	84.23	-60.81	-2.79
69.3	-51.59	-3.82	84.44	-61.17	-2.8
69.98	-52.1	-3.84	84.61	-61.52	-2.81
70.65	-52.62	-3.86	84.75	-61.88	-2.82
71.33	-53.14	-3.88	84.87	-62.23	-2.83
72.01	-53.66	-3.91	84.96	-62.58	-2.84
72.69	-54.18	-3.93	85.04	-62.94	-2.85
73.37	-54.71	-3.95	85.1	-63.29	-2.86
74.05	-55.23	-3.98	85.15	-63.64	-2.87
74.73	-55.76	-4	85.2	-63.99	-2.88
75.42	-56.3	-4.02	85.24	-64.34	-2.89
76.1	-56.84	-4.04	85.27	-64.69	-2.9
76.78	-57.38	-4.07	85.29	-65.04	-2.91
77.46	-57.92	-4.09	85.31	-65.38	-2.91
78.15	-58.46	-4.11	85.33	-65.73	-2.92
78.83	-59.01	-4.14	85.35	-66.08	-2.93
79.51	-59.56	-4.16	85.36	-66.43	-2.94
80.19	-60.12	-4.18	85.37	-66.78	-2.95
80.88	-60.67	-4.21	85.38	-67.13	-2.96
81.56	-61.23	-4.23	85.39	-67.48	-2.97
82.24	-61.8	-4.26	85.4	-67.83	-2.98
82.93	-62.36	-4.28	85.41	-68.17	-2.99
83.61	-62.93	-4.3	85.42	-68.52	-3
84.29	-63.5	-4.33	85.42	-68.87	-3
84.98	-64.07	-4.35	85.43	-69.22	-3.01
85.66	-64.65	-4.38	85.44	-69.57	-3.02
86.34	-65.23	-4.4	85.44	-69.92	-3.03
87.03	-65.81	-4.42	85.45	-70.27	-3.04
87.71	-66.39	-4.45	85.45	-70.62	-3.05
88.39	-66.98	-4.47	85.46	-70.97	-3.06
89.08	-67.57	-4.5	85.46	-71.33	-3.07
89.76	-68.16	-4.52	85.47	-71.68	-3.07
90.45	-68.76	-4.55	85.47	-72.03	-3.08
91.13	-69.36	-4.57	85.69	-72.39	-3.09
91.82	-69.96	-4.6	86.06	-72.75	-3.1
92.51	-70.57	-4.62	86.57	-73.12	-3.11
93.2	-71.17	-4.65	87.16	-73.5	-3.12
93.9	-71.78	-4.67	87.82	-73.87	-3.13
94.61	-72.4	-4.7	88.54	-74.25	-3.14
95.32	-73.01	-4.72	89.12	-74.62	-3.15
96.03	-73.63	-4.75	89.61	-74.99	-3.16
96.75	-74.25	-4.77	90	-75.36	-3.17
97.47	-74.88	-4.8	90.32	-75.73	-3.18
98.2	-75.51	-4.82	90.59	-76.09	-3.19
98.92	-76.14	-4.85	90.81	-76.45	-3.2
99.65	-76.77	-4.87	90.99	-76.82	-3.21
100.38	-77.41	-4.9	91.14	-77.18	-3.22
101.11	-78.05	-4.93	91.26	-77.54	-3.24
101.84	-78.69	-4.95	91.36	-77.9	-3.25
102.57	-79.34	-4.98	91.65	-78.27	-3.27
103.3	-79.99	-5	92.09	-78.64	-3.28
104.04	-80.64	-5.03	92.65	-79.01	-3.3
104.79	-81.29	-5.06	93.28	-79.39	-3.31
105.54	-81.95	-5.08	93.98	-79.77	-3.33
106.29	-82.61	-5.11	94.73	-80.15	-3.35
107.05	-83.27	-5.14	95.52	-80.54	-3.37
107.82	-83.94	-5.16	96.34	-80.92	-3.38
108.59	-84.61	-5.19	97.18	-81.31	-3.4
109.37	-85.28	-5.22	97.87	-81.69	-3.42
110.16	-85.96	-5.25	98.44	-82.06	-3.44
110.95	-86.64	-5.27	98.9	-82.44	-3.46
111.74	-87.32	-5.3	99.28	-82.81	-3.47
112.54	-88.01	-5.33	99.59	-83.17	-3.49
113.33	-88.69	-5.36	99.58	-83.53	-3.51
114.13	-89.38	-5.38	99.53	-83.89	-3.52
114.93	-90.08	-5.41	99.44	-84.25	-3.54
115.72	-90.77	-5.44	99.31	-84.6	-3.56
116.52	-91.47	-5.47	99.16	-84.95	-3.57
117.31	-92.18	-5.5	98.99	-85.31	-3.59
118.1	-92.88	-5.53	98.81	-85.66	-3.6
118.89	-93.59	-5.56	98.61	-86.01	-3.62
119.68	-94.3	-5.58	98.4	-86.36	-3.63
120.46	-95.01	-5.61	98.18	-86.71	-3.64
121.25	-95.73	-5.64	97.95	-87.06	-3.66
122.03	-96.45	-5.67	97.71	-87.41	-3.67
122.81	-97.17	-5.7	97.48	-87.76	-3.68
123.59	-97.89	-5.73	97.23	-88.11	-3.7
124.37	-98.62	-5.76	96.99	-88.46	-3.71
125.14	-99.35	-5.79	96.74	-88.81	-3.72
125.91	-100.08	-5.82	96.44	-89.16	-3.73
126.68	-100.82	-5.85	96.14	-89.51	-3.74
127.45	-101.56	-5.88	96.05	-89.86	-3.75
128.22	-102.3	-5.91	96.12	-90.22	-3.76
128.99	-103.04	-5.94	96.32	-90.59	-3.77
129.76	-103.79	-5.97	96.61	-90.95	-3.78
130.54	-104.54	-6	96.96	-91.32	-3.79
131.32	-105.29	-6.03	97.37	-91.69	-3.8
132.1	-106.05	-6.06	97.65	-92.06	-3.81
132.88	-106.81	-6.09	97.83	-92.42	-3.82
133.66	-107.57	-6.12	97.91	-92.78	-3.83
134.44	-108.33	-6.15	97.93	-93.14	-3.84
135.23	-109.1	-6.18	97.89	-93.5	-3.85
136.01	-109.87	-6.22	97.8	-93.85	-3.86
136.79	-110.65	-6.25	97.67	-94.21	-3.87
137.57	-111.42	-6.28	97.51	-94.56	-3.88
138.35	-112.2	-6.31	97.32	-94.91	-3.89
139.13	-112.98	-6.34	97.11	-95.26	-3.9
139.91	-113.77	-6.37	96.89	-95.61	-3.91
140.68	-114.55	-6.4	96.65	-95.96	-3.93
141.45	-115.34	-6.43	96.39	-96.31	-3.94
142.22	-116.14	-6.47	96.13	-96.66	-3.95
142.99	-116.93	-6.5	95.86	-97.01	-3.96
143.75	-117.73	-6.53	95.59	-97.35	-3.97
144.52	-118.53	-6.56	95.31	-97.7	-3.99
145.28	-119.34	-6.59	95.02	-98.05	-4
146.04	-120.14	-6.63	94.73	-98.4	-4.01
146.8	-120.95	-6.66	94.44	-98.75	-4.03
147.55	-121.76	-6.69	94.15	-99.09	-4.04
148.3	-122.58	-6.72	93.85	-99.44	-4.05
149.05	-123.4	-6.75	93.56	-99.79	-4.07
149.8	-124.22	-6.79	93.26	-100.14	-4.08
150.54	-125.04	-6.82	92.96	-100.49	-4.1
151.29	-125.87	-6.85	92.66	-100.84	-4.11
152.03	-126.7	-6.89	92.57	-101.19	-4.13
152.77	-127.53	-6.92	92.64	-101.55	-4.14
153.51	-128.36	-6.95	92.82	-101.92	-4.16
154.25	-129.2	-6.98	93.1	-102.29	-4.18
155	-130.04	-7.02	93.45	-102.66	-4.19
155.75	-130.89	-7.05	93.87	-103.03	-4.21
156.5	-131.73	-7.09	94.32	-103.41	-4.23
157.26	-132.58	-7.12	94.8	-103.78	-4.24
158.02	-133.44	-7.15	95.14	-104.15	-4.26
158.78	-134.29	-7.19	95.37	-104.52	-4.27
159.54	-135.15	-7.22	95.49	-104.88	-4.29
160.31	-136.01	-7.26	95.54	-105.24	-4.3
161.07	-136.88	-7.29	95.53	-105.6	-4.32
161.84	-137.74	-7.33	95.46	-105.96	-4.33
162.6	-138.61	-7.36	95.35	-106.32	-4.35
163.36	-139.49	-7.4	95.21	-106.67	-4.36
164.12	-140.36	-7.43	95.24	-107.03	-4.37
164.89	-141.24	-7.46	95.41	-107.4	-4.38
165.65	-142.12	-7.5	95.68	-107.76	-4.39
166.42	-143.01	-7.53	96.03	-108.13	-4.41
167.19	-143.89	-7.57	96.44	-108.51	-4.42
167.96	-144.78	-7.61	96.9	-108.88	-4.43
168.74	-145.68	-7.64	97.22	-109.25	-4.44
169.52	-146.57	-7.68	97.43	-109.61	-4.45
170.29	-147.47	-7.71	97.54	-109.97	-4.46
171.08	-148.38	-7.75	97.58	-110.33	-4.46
171.86	-149.28	-7.78	97.56	-110.69	-4.47
172.64	-150.19	-7.82	97.49	-111.04	-4.48
173.42	-151.1	-7.86	97.37	-111.39	-4.49
174.19	-152.01	-7.89	97.22	-111.75	-4.5
174.97	-152.93	-7.93	97.05	-112.1	-4.51
175.75	-153.85	-7.96	96.85	-112.44	-4.52
176.52	-154.77	-8	96.63	-112.79	-4.53
177.29	-155.7	-8.04	96.4	-113.14	-4.54
178.06	-156.62	-8.07	96.15	-113.49	-4.55
178.83	-157.55	-8.11	95.9	-113.83	-4.56
179.6	-158.49	-8.15	95.63	-114.18	-4.57
180.36	-159.42	-8.18	95.36	-114.52	-4.58
181.12	-160.36	-8.22	95.08	-114.87	-4.59
181.88	-161.3	-8.26	94.8	-115.21	-4.6
182.64	-162.25	-8.29	94.52	-115.55	-4.61
183.39	-163.19	-8.33	94.23	-115.9	-4.62
184.15	-164.14	-8.37	93.94	-116.24	-4.63
184.9	-165.09	-8.4	93.65	-116.58	-4.64
185.65	-166.05	-8.44	93.36	-116.93	-4.65
186.39	-167.01	-8.48	93.06	-117.27	-4.66
187.13	-167.97	-8.51	92.76	-117.61	-4.67
187.88	-168.93	-8.55	92.47	-117.96	-4.68
188.61	-169.9	-8.59	92.17	-118.3	-4.69
189.35	-170.86	-8.63	91.87	-118.64	-4.7
190.08	-171.84	-8.67	91.57	-118.98	-4.71
190.82	-172.81	-8.7	91.27	-119.33	-4.72
191.54	-173.79	-8.74	90.97	-119.67	-4.73
192.27	-174.77	-8.78	90.67	-120.01	-4.74
193	-175.75	-8.82	90.37	-120.36	-4.75
193.72	-176.74	-8.85	90.07	-120.7	-4.76
194.44	-177.72	-8.89	89.77	-121.04	-4.77
195.15	-178.71	-8.93	89.47	-121.39	-4.78
195.87	-179.71	-8.97	89.17	-121.73	-4.79
196.58	-180.7	-9.01	88.87	-122.08	-4.8
197.29	-181.7	-9.04	88.57	-122.42	-4.81
198	-182.7	-9.08	88.27	-122.77	-4.82
198.7	-183.71	-9.12	87.97	-123.11	-4.83
